1994.3,1996.4,1934,1974.1,2040.4,2017.5,1943.3,1992.2,2009.3,1781.8,1901,2069.6,2009.5,2040.1,2081.7,1920.4,1931.2,2024.4,1996.9,1830.4,1880.8,1927.2,1915.3,2033.4,1959.9,1799.4,1924,1991.9,1831.6,1852.2
1993.3,1956.9,1921.6,1962,2033.3,2017.5,1943.3,1992.2,1951,1755.4,1878.6,2059.7,2009.5,2040.1,2081.1,1909.1,1916.4,2014.8,1996.9,1830.4,1880.8,1916.1,1915.3,2033.4,1949.9,1794.1,1921.7,1991.9,1831.6,1840.1
1993.3,1953.1,1902.5,1956.4,2033.3,2017.5,1930.6,1992.2,1945.8,1755.4,1862.4,2059.7,2009.5,2040.1,2081.1,1901,1908,2014.8,1996.9,1830.4,1865.7,1891,1915.3,2033.4,1948.4,1794.1,1921.7,1977.5,1831.6,1796.9
1977.6,1953.1,1902.5,1942.8,1998,2017.5,1923.6,1992.2,1945.8,1755.4,1853.6,2056.1,2009.3,2040.1,2062.7,1901,1908,2014.8,1994.7,1827,1865.7,1891,1915.3,2033.4,1948.4,1794.1,1908.7,1977.5,1831.6,1796.9
1977.6,1953.1,1901.4,1942.8,1998,2017.5,1916.4,1968.9,1945.8,1753,1853.6,2033.9,2009.3,2040.1,2062.7,1890,1905.5,2014.8,1994.7,1827,1798.4,1891,1915.3,2023.5,1946,1782.8,1908.7,1977.5,1831.6,1796.9
1977.6,1953.1,1901.4,1942.8,1998,2017.5,1916.4,1968.6,1945.8,1744.8,1853.6,2033.9,2008.5,2040.1,2062.7,1890,1905.5,2014.8,1966.2,1827,1798.4,1891,1915.3,2023.5,1944.9,1756.7,1908.7,1977.5,1822.2,1796.9
1976.3,1953.1,1901.4,1942.8,1998,1991.6,1896.7,1968.6,1945.8,1744.8,1853.6,2033.9,2008.5,2040.1,2055.3,1890,1905.5,2014.8,1966.2,1827,1798.4,1891,1915.3,2023.5,1944.9,1756.7,1888,1959.9,1822.2,1796.9
1976.3,1953.1,1875.9,1879.9,1975.1,1991.6,1896.7,1968.6,1945.8,1744.8,1853.6,2033.9,2008.5,2040.1,2055.3,1890,1901,2003.8,1966.2,1827,1798.4,1891,1915.3,2023.5,1944.9,1748.8,1888,1959.9,1822.2,1796.9
1976.3,1953.1,1871.8,1879.9,1975.1,1991.6,1896.7,1968.6,1945.8,1744.8,1830.4,2033.9,2008.5,2040.1,2055.3,1890,1900.2,2003.8,1966.2,1827,1798.4,1886.2,1915.3,1998.3,1944.9,1748.8,1887.3,1959.9,1822.2,1796.9
1956.6,1953.1,1871.8,1879.9,1975.1,1988.5,1896,1968.6,1945.8,1744.8,1830.4,2033.9,2008.5,2040.1,2055.3,1890,1900.2,2003.8,1966.2,1826.5,1798.4,1883,1915.3,1996.6,1939.2,1748.8,1887.3,1959.9,1822.2,1796.9
1956.6,1953.1,1871.8,1879.9,1975.1,1988.5,1887.5,1954.9,1945.8,1744.8,1830.4,2033.9,2008.5,2040.1,2055.3,1890,1900.2,2003.8,1952,1826.5,1798.4,1883,1915.3,1996.6,1939.2,1748.8,1885,1959.9,1822.2,1796.9
1956.6,1953.1,1871.8,1879.9,1975.1,1971.2,1887.5,1954.9,1945.8,1744.8,1830.4,2033.9,2008.5,2040.1,2055.3,1890,1900.2,2003.8,1952,1792.7,1798.4,1870.2,1915.3,1996.6,1914.1,1748.8,1867.4,1948.7,1822.2,1796.9
1956.6,1953.1,1871.8,1879.9,1975.1,1971.2,1884.1,1954.9,1945.8,1744.8,1830.4,2033.9,2000.7,2040.1,2055.3,1890,1900.2,2000.1,1952,1792.7,1798.4,1870.2,1915.3,1996.6,1914.1,1748.8,1867.4,1948.7,1822.2,1796.9
1956.6,1953.1,1871.8,1879.9,1975.1,1971.2,1884.1,1954.9,1945.8,1744.8,1830.4,2033.9,2000.7,2040.1,2055.3,1890,1900.2,1999.1,1952,1792.7,1798.4,1870.2,1915.3,1996.6,1914.1,1748.8,1867.4,1925.7,1822.2,1796.9
1956.6,1953.1,1871.8,1879.9,1975.1,1968.6,1884.1,1954.9,1945.8,1744.8,1830.4,2033.9,2000.7,2040.1,2055.3,1890,1900.2,1999.1,1952,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1748.8,1862.4,1925.7,1822.2,1796.9
1956.6,1953.1,1871.8,1879.9,1975.1,1965.5,1884.1,1954.9,1942.7,1738.1,1830.4,2033.9,2000.7,2040.1,2055.3,1890,1899.8,1999.1,1952,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1748.8,1862.4,1925.7,1822.2,1796.9
1956.6,1953.1,1871.8,1879.9,1975.1,1945.2,1884.1,1954.9,1942.7,1738.1,1830.4,2033.9,2000.7,2038.6,2053,1890,1899.8,1999.1,1952,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1747,1862.4,1925.7,1822.2,1796.9
1956.6,1953.1,1871.8,1879.9,1974.3,1945.2,1884.1,1954.9,1942.7,1738.1,1830.4,2033.9,2000.7,2038.6,2053,1890,1899.8,1990.4,1952,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1747,1862.4,1925.7,1822.2,1796.9
1956.6,1953.1,1871.8,1879.9,1974.3,1945.2,1884.1,1954.9,1942.7,1738.1,1830.4,2033.9,2000.7,2038.6,2053,1890,1899.8,1989,1952,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1747,1862.4,1925.7,1822.2,1796.9
1956.6,1953.1,1871.8,1879.9,1974.3,1945.2,1884.1,1952.6,1942.7,1738.1,1830.4,2033.9,2000.7,2038.6,2053,1890,1899.8,1985.7,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1746.6,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1871.8,1874.6,1974.3,1945.2,1884.1,1942.3,1942.7,1738.1,1830.4,2033.9,2000.7,2038.5,2053,1890,1899.8,1983.1,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1746.2,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1871.4,1868.3,1974.3,1945.2,1884.1,1942.3,1942.7,1738.1,1830.4,2033.9,2000.7,2038.5,2053,1890,1899.8,1981,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1735.7,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1871.4,1868.3,1974.3,1945.2,1884.1,1942.3,1942.7,1738.1,1830.4,2033.9,2000.7,2038.5,2053,1890,1899.8,1981,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1735.7,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1871.4,1868.3,1974.3,1945.2,1884.1,1942.3,1942.7,1738.1,1830.4,2033.9,2000.7,2038.5,2053,1890,1899.8,1981,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1735.7,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1871.4,1868.3,1974.3,1943.8,1884.1,1942.3,1942.7,1738.1,1830.4,2033.9,2000.7,2035.3,2053,1890,1899.8,1981,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1735.7,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1871.4,1868.3,1974.3,1943.8,1884.1,1942.3,1942.7,1738.1,1830.4,2033.9,2000.7,2035.3,2053,1890,1899.8,1981,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1735.7,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1868.3,1974.3,1943.8,1884.1,1942.3,1942.7,1738.1,1830.4,2033.9,2000.7,2035.3,2053,1890,1899.8,1981,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1735.7,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1868.3,1974.3,1943.8,1884.1,1942.3,1942.7,1738.1,1830.4,2033.9,2000.7,2035.3,2053,1890,1899.8,1981,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1735.7,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1868.3,1974.3,1943.8,1884.1,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2049.6,1890,1899.8,1981,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1735.7,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1868.3,1974.3,1943.8,1884.1,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2049.6,1890,1899.8,1981,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1735.7,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1868.3,1974.3,1943.8,1884.1,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2036.8,1890,1899.8,1981,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1868.3,1974.3,1939.6,1884.1,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2036.8,1890,1899.8,1981,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1868.3,1974.3,1939.6,1884.1,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2036.8,1890,1899.8,1980.9,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1868.3,1974.3,1939.6,1884.1,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2036.8,1890,1899.8,1980.9,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1868.3,1974.3,1939.6,1884.1,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2036.8,1890,1899.8,1980.9,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1868.3,1974.3,1939.6,1884.1,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2036.8,1890,1899.8,1980.5,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1864.7,1974.3,1939.6,1876.9,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2036.8,1890,1899.8,1980.5,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1862.1,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1862.5,1974.3,1939.6,1876.9,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2036.8,1890,1899.8,1980.5,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1860,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1862.5,1974.3,1927.6,1876.9,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1898.6,1980.5,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1860,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1862.5,1974.3,1926.3,1876.9,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1898.6,1980.5,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1836.6,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1862.5,1974.3,1926.3,1876.9,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1893.1,1980.5,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1836.6,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1862.5,1974.3,1926.3,1876.9,1942.3,1942.7,1738.1,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1893.1,1980.5,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1836.6,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1862.5,1974.3,1926.3,1876.9,1942.3,1942.7,1737.7,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1887.6,1980.5,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1862.5,1974.3,1926.3,1876.9,1938.4,1942.7,1737.7,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1887.6,1980.5,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1862.5,1974.3,1926.3,1876.9,1935.4,1942.7,1734.4,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1886.8,1980.5,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1862.5,1974.3,1926.3,1876.9,1935.4,1942.7,1734.4,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1886.7,1980.5,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1849.9,1974.3,1926.3,1876.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1886.7,1978.6,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1845.4,1849.9,1974.3,1926.3,1876.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1862.5,1978.6,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1926.3,1876.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1862.5,1978.6,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1926.3,1876.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1862.5,1978.6,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1926.3,1876.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1862.5,1978.6,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.6,1872.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2035.3,2034.5,1890,1862.5,1974.2,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.6,1872.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2034.5,1890,1862.5,1974.2,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.6,1872.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2034.5,1890,1862.5,1974.2,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.6,1872.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2034.5,1890,1862.5,1974.2,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.6,1872.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2034.5,1890,1860,1974.2,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.6,1872.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2034.5,1890,1860,1974.2,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.6,1872.9,1935.1,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2034.5,1890,1860,1974.2,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.6,1872.9,1934,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2034.5,1890,1860,1974.2,1942.9,1792.7,1798.4,1870.2,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.6,1872.9,1929.6,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2029.5,1890,1849.4,1974.2,1942.9,1792.7,1798.4,1865.9,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.6,1872.9,1921.7,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2029.5,1890,1849.4,1974.2,1942.9,1792.7,1798.4,1865.9,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.6,1872.9,1921.7,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2029.5,1890,1845.9,1974.2,1942.9,1792.7,1798.4,1865.9,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1917.4,1872.9,1921.7,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2029.5,1890,1845.9,1974.2,1942.9,1792.7,1798.4,1865.9,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1916,1872.9,1921.7,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2028,1890,1845.9,1974.2,1942.9,1792.7,1798.4,1865.8,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1916,1872.9,1921.7,1942.7,1734.4,1829.8,2033.9,2000.7,2028.2,2028,1890,1845.9,1974.2,1942.9,1792.7,1798.4,1865.8,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
1956.6,1953.1,1840,1849.9,1974.3,1916,1872.9,1921.7,1942.7,1733,1829.8,2033.9,2000.7,2028.2,2028,1890,1845,1974.2,1942.9,1792.7,1798.4,1862.8,1915.3,1996.6,1913.9,1725.5,1834.4,1925.7,1822.2,1796.9
